title,datePosted,Year,is_IT,tech_python,tech_sql___databases,tech_java___.net,tech_cloud_(aws_azure_gcp),tech_machine_learning___ai,tech_cybersecurity,tech_devops___docker,tech_networking,tech_agile___scrum,tech_data_engineering,soft_teamwork,soft_client_facing,soft_communication,soft_adaptability,soft_critical_thinking,soft_leadership,soft_time_management,soft_attention_to_detail,soft_problem_solving,soft_creativity
INGENIERO/A TÉCNICO/A INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A NETWORKING,2024-04-09,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOCUMENT CONTROLLER (INGLÉS) - SECTOR INDUSTRIAL/INGENIERÍA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESP. TRANSFORMACIÓN PLANIFICACIÓN DE SUPPLY CHAIN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A COMERCIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A ELÉCTRICO/A - INSTALACIONES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRACTORISTA - OPERARIO/A DE CAMPO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A TUBERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELINEANTE AUTOCAD - TUBERÍAS/ DISEÑO P&IDS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROJECT MANAGER CON FRANCÉS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE SISTEMAS,2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PROGRAMADORES/AS PLC SERVICE (*),2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MONITOR-A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELINEANTE AUTOCAD 2D - OBRA CIVIL / EDIFICACIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE ADMINISTRACIÓN DE PERSONAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COORDINADOR/A DE PROYECTO EDUCATIVO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A COMERCIAL - FLUIDOS Y LUBRICANTES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TÉCNICO/A SAT ¿ ESPECIALIDAD ELÉCTRICA Y/O ELECTRÓNICA,2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A PARA DEPARTAMENTO DE MARKETING,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OPERARIO/A DE ALMACÉN EMPRESA AGRICOLA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A ELÉCTRICO SIMULACIONES Y MODELOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARRETILLERO/A Y MOZO/A ALMACEN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTROMECANICO/A INSTALADOR/A AUTOMOCION,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINCHE DE COCINA PARA RESIDENCIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPERARIO/A DE LIMPIEZA (OFICINAS, COLEGIOS, OBRAS, SOLERAS, ETC)",2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO-A ERP SAP PLM,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A CALIDAD CORPORATIVO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAVACOCHES CONCESIONARIO OFICIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECÁNICO/A PARA CONCESIONARIO OFICIAL.,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE EQUIPO COMERCIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TECNICO/A DE MANTENIMIENTO MECANICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAQUINISTA DE RODILLO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROGRAMADORES/AS PYTHON,2024-04-09,2024,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A MANTENIMIENTO ELECTROMECÁNICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE ASESORÍA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DOCENTE ESPECIALIZADO HIGIENE ALIMENTARIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A CON INGLÉS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTROLADOR/A DE ACCESOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEROCULTOR/A RESIDENCIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A MANTENIMIENTO ELÉCTRICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OPERARIOS/AS SECTOR ALIMENTACION,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANALISTA PROGRAMADOR/A JAVA,2024-04-09,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE COMPRAS Y APROVISIONAMIENTOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PROYECTISTA DE INSTALACIONES. SECTOR INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A DE OFERTAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A COMERCIAL CON INGLÉS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A CONTABLE,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSISTANTS DE COMPRAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFICIAL/A DE ELECTRICIDAD INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JARDINERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMUNITY MANAGER,2024-04-09,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE SERVICIO DE ASISTENCIA TÉCNICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO-A DE OFERTAS / PROYECTOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANTENIMIENTO ELECTROMECÁNICO/A INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE COCINA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A PROYECTOS INSTALACIONES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE CARROCERIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GESTOR/A DE COMPRAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTADOR/A DE PLACAS ELECTRÓNICAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZO/A DE ALMACEN (5 A 13 H),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL- SECTOR INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
OPERATIVO/A DE TRÁFICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A DE OBRA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
JEFE/A SECCIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
COCINERO/A COMIDA RAPIDA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE APARCAMIENTO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELINEANTE - PROYECTISTA / MICROSTATION,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSABLE DE EXPEDICIONES/LOGÍSTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL JUNIOR CON EUSKERA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIOS/AS PLANTA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFICIAL/A DE 1ª,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DIRECTOR/A INDUSTRIALIZACIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A CALIDAD,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MOZO/A DE ALMACÉN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GESTOR/A DE SERVICIOS DE LIMPIEZA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A CALIDAD (INDUSTRIAL),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRATIVO/A DE TALLER,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRECTOR/A TERRITORIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE/A DE COCINA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELEOPERADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUXILIAR DE ENFERMERÍA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A INFORMÁTICO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SOLDADOR/A OFICIAL 1ª,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARRETILLERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCINERO/A DE COLECTIVIDADES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECANICO/A CARRETILLAS ELEVADORAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MONTADOR/A ELÉCTRICO / MECÁNICO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECURSO PREVENTIVO ( IMPRESCINDIBLE FORMACIÓN PROFESIONAL EN PRL),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ODONTOLOGO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GESTIÓN DE SERVICIOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONSULTOR/A FUNCIONAL EN ADMINISTRACIÓN ELECTRÓNICA EN AAPP LOCALES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CONDUCTOR/A FURGONETA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE SECTOR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MONTAJE,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SOLDADOR/A DE MANO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLDADOR/A DE ARCO SUMERGIDO/A (SAW),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RECTIFICADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DESARROLLO DE NEGOCIO - COMERCIAL EN EMPRESA DE INGENIERÍA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A DE CONTROL DE PLAGAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CARRETILLERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROGRAMADOR/A SENIOR .NET.,2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPARTIDOR/A CON CARNET C + ADR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A (EXTRAS CONTINUADOS),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE LOGÍSTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A DE PROYECTOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTRICISTA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEGUNDO/A DE COCINA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A PRODUCCION ALIMENTACION,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A FUNDICIÓN (SECTOR AERONÁUTICO),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A ELÉCTRICO - INSTALACIONES ALTA TENSIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCINERO/A - HOTEL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COCINERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
JEFE/A DE OBRA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE DEPENDIENTE/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A DE EQUIPO DE LIMPIEZA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TECNICO/A DE CALIDAD,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTANERO/A CON CONOCIMIENTOS DE ALBAÑILERIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANADERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A ELECTROMECÁNICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE ADMINISTRACIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A DOMÉSTICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A ELECTRICISTA,2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARRETILLERO/A DE ALMACÉN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A MANTENIMIENTO MECÁNICO (CUARTO EQUIPO),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PINTOR/A DEPARTAMENTO CARROCERÍA DE VEHÍCULOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COMERCIAL CON EXPERIENCIA EN CONSTRUCCIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/AS DE PRODUCCIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPERARIO/A MECANIZADO.,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TORNERO/A CNC + TORNERO/A CONVENCIONAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE OBRA ACTIVOS INMOBILIARIOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUXILIAR ADMINISTRATIVO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMERCIAL CENTRO EUROPA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A COMERCIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
ASESOR/A DE VEHÍCULOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MONTADOR/A DE ESTRUCTURAS METÁLICAS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMACENERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A EXPORTACIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A CALIBRACIONES IN SITU (JUNIOR),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADMINISTRATIVO/A LOGÍSTICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TÉCNICO/A - INSTALADOR/A DE SISTEMAS DE SEGURIDAD,2024-04-09,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A MECANICO-PLANTAS TRATAMIENTO DE AGUAS (S),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ADMINISTRATIVO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAMARERO/A DE PISOS - AYUNDANTES DE COCINA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A GRÚA CARNET C,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFE/A DE TURNO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAMARERA/O PISOS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYUDANTE DE OBRADOR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE MANTENIMIENTO EN RUTA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGENIERO/A OFICINA TÉCNICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCARGADO/A MANTENIMIENTO INDUSTRIAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JEFE/A DE OBRA JUNIOR FERROVIARIA (S),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISEÑO-PROYECTISTA -OFICINA TÉCNICA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CARRETILLERO/A FRONTAL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERSONAL DE FABRICACIÓN PARA INDUSTRIA ALIMENTARIA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENCUADERNADOR/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMPIADOR/A ESPECIALISTA.,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUSTOMER SERVICE CON NIVEL ALTO DE FRANCÉS,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OPERARIO/A MONTAJE MECÁNICO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECNICO/A PRL,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELEOPERADOR/A CON EUSKERA,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MANTENIMIENTO ELÉCTRICO - OFICIAL/A DE 1ª,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
RECEPCIONISTA RENT A CAR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JEFE/A EQUIPO (CALIDAD CALDERERÍA),2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
OPERARIO/A DE MANTENIMIENTO,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A RENT A CAR,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COORDINADOR/A DE FORMACIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUX. DEPENDIENTE/A. 30H SEMANALES,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AYUDANTE DE RECEPCIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TECNICO/A AREA SOCIAL CON DISCAPACIDAD,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A - 20H/S,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TÉCNICO/A DE CONTABILIDAD,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MECÁNICO/A DE COCHE,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHÓFER,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARERO/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPENDIENTE/A,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONDUCTOR/A CAMIÓN,2024-04-09,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
